Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Ressha Sentai ToQger Returns: Super ToQ 7gou of Dreams,2015,N/A,24 Jun 2015,53 min,"Short, Action",Fumie Arakawa,Shô Aikawa,"Jun Shison, Homare Mabuchi, Jin Hiramaki, Keishiro Nagase","10 years after their battle with the Shadow Line, the ToQgers return to fight once again, but they don't have the imagination to transform. A mysterious purple warrior (ToQ #7) helps them in the battle.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMmU2ZWE2ZjMtZDIyYy00NWYwLTg0ZTAtMjcxNzk5ZmI0YWIyXkEyXkFqcGdeQXVyNDA5ODU0NDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,15,tt4529848,movie,N/A,N/A,N/A,N/A,True
Scripting a New Slasher Super-Villain: Larry Cohen on Matt Cordell,2011,N/A,31 Oct 2011,19 min,"Documentary, Short",Calum Waddell,N/A,Larry Cohen,Larry Cohen remembers the genesis of Maniac Cop and his part in the creation of the film in this documentary shot exclusively for the Arrow UK Blu Ray release of the movie in 2011.,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt2104081,movie,N/A,N/A,N/A,N/A,True
Ultimate Super 8,2007,N/A,02 Aug 2007,13 min,"Documentary, Short, Thriller",Mathieu Peteul,Mathieu Peteul,"André Dussoix, Mathieu Peteul","Super 8 is an obsolete method, it is more and more difficult to find the material to make these films or process them, but this archaic character is precisely what interests me.",French,France,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,15,tt1419105,movie,N/A,N/A,N/A,N/A,True
Super Hero 2,2005,N/A,N/A,N/A,Thriller,N/A,N/A,"Chika Anyanwu, Amaechi Muonagor, Ramsey Nouah, Charles Okafor",N/A,English,Nigeria,N/A,N/A,[],N/A,N/A,N/A,tt0907806,movie,N/A,N/A,N/A,N/A,True
Super Sketch,2018,N/A,29 Jun 2018,N/A,N/A,Ravi C. Kumar,Ravi C. Kumar,"Indrasena, Chkri Maganti, Narsing Makkala, Shubhangi Pant",Super Sketch is Investigative suspense thriller. It is a story about Cop and Culprits.,Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BNDJhMGZlODctZjI4Yi00OTdmLTljZjktZWU3MTU5NzA1NGU3XkEyXkFqcGdeQXVyNDI5NTI4Mjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,15,tt10034236,movie,N/A,N/A,N/A,N/A,True
Super-Man,2011,N/A,N/A,10 min,"Short, Crime, Drama",Joshua Foulkes,"Joshua Foulkes, Aiman Rashad (story), Aiman Rashad","Rick Kissack, Tom Colley, Zoe Grisedale","Clark Kent, the famous alter ego of Superman, is interrogated for the murder of Lois Lane; information revealed to Kent causes him realize a horrifying reality.",English,UK,N/A,N/A,[],N/A,N/A,N/A,tt2176374,movie,N/A,N/A,N/A,N/A,True
The Making of 'My Super Ex-Girlfriend',2006,N/A,04 Dec 2006,19 min,"Documentary, Short",N/A,N/A,"Ivan Reitman, Uma Thurman, Luke Wilson, Don Payne",A documentary about My Super Ex-Girlfriend (2006).,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjcyMzkwNDg2M15BMl5BanBnXkFtZTcwMzE5OTUzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,15,tt0953895,movie,N/A,N/A,N/A,N/A,True
Super M Adventures,2011,N/A,N/A,7 min,"Short, Action, Adventure, Comedy",Arunas Eimulis,"Arunas Eimulis, Donatas Ravaitis, Gediminas Skirmontas","Egidijus Guzauskas, Arturas Iljinas, Linas Poska, Henrikas Riskus",Three part short superman spoof film. Inspired by Turkish trash movies of the 70s.,"Turkish, Lithuanian",Lithuania,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,8,tt1946411,movie,N/A,N/A,N/A,N/A,True
Super Special,2011,N/A,10 Jul 2011,N/A,"Short, Comedy",Alan Godshaw,Alan Godshaw,Alan Godshaw,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt2226571,movie,N/A,N/A,N/A,N/A,True
Super M.,2011,N/A,16 Oct 2011,N/A,"Short, Action",Jonathan Ginsburg,Jonathan Ginsburg,"Barbara Alavardo, Michael Badawi, I. Elijah Baughman, Lena Hardesty","A young vigilante & super heroine, known as ""M."" sets out to avenge the death of her friend who was murdered by a drug addicted man named Mike who robbed and killed her at gun point.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2087956,movie,N/A,N/A,N/A,N/A,True
Super to the Heroes,2011,N/A,04 Aug 2011,N/A,"Short, Fantasy",Trish Sgro,"Peter Balint, Phil Rein, Thomas Tennant","Samantha Berencsi, Michael Goulis, Melanie Hauer, Kenny Santiago Marrero",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2088908,movie,N/A,N/A,N/A,N/A,True
Out of Print Super-Hero,2006,N/A,30 Aug 2006,N/A,Short,"Paulo de Tarso Disca, Ale McHaddo",Ale McHaddo,"Alemão, Mary Alexandre, Baboo, Arianne Brogini",N/A,Portuguese,Brazil,N/A,N/A,[],N/A,N/A,N/A,tt1529359,movie,N/A,N/A,N/A,N/A,True
Super Bowl Parking Lot,2011,N/A,N/A,10 min,"Documentary, Short, Action",Otis Ike,N/A,N/A,"The 2011 Super Bowl starred a two times accused sexual attacker, Pittsburgh Steelers quaterback, Ben Roethlisberger. With this shocking subtext to Americas most colossal sporting event, ...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2091972,movie,N/A,N/A,N/A,N/A,True
Super Bowl XXXIX Pre-Game Show,2005,N/A,06 Feb 2005,N/A,N/A,Don Mischer,N/A,"Apl.de.Ap, Charlie Daniels, Fergie, Alicia Keys",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,15,tt0464224,movie,N/A,N/A,N/A,N/A,True
Super Bowl's Greatest Commercials,2004,N/A,31 Jan 2004,60 min,Comedy,Michael Dempsey,Paul Flattery,"Marcus Allen, Sean Combs, Boomer Esiason, Dan Marino",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,15,tt0427915,movie,N/A,N/A,N/A,N/A,True
Everything Is Super,2011,N/A,10 Jan 2011,14 min,"Short, Comedy",Gareth Davies,Shannon Browning,"Shannon Browning, Travis Cotton, Alys Daroy, Gyton Grantley","Veronica (Camille Keenan) is stuck working for HeroQuip, a dead end job, in a dead end life. She has to contend with idiot customers, sleazy bosses and condescending workmates. Veronica ...",English,Australia,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,9,tt1802766,movie,N/A,N/A,N/A,N/A,True
"Super, Girls!",2007,N/A,N/A,73 min,Documentary,Yi Jian,N/A,N/A,"SUPER, GIRLS! follows ten female teenagers on their quest to become instant superstars on China's biggest television show. The Chinese equivalent of ""American Idol,"" the ""Super Girls ...",Mandarin,China,N/A,https://m.media-amazon.com/images/M/MV5BMjQ1NDg2MjQ3NF5BMl5BanBnXkFtZTgwMzI2NTA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,9,tt1847700,movie,N/A,N/A,Icarus Films,N/A,True
The Super Awesome Featurette: A Runner's Perspective of the Loved Ones,2011,N/A,16 Mar 2011,25 min,"Documentary, Short",Thomas McSweeney,N/A,"John Brumpton, Robin McLeavy, Xavier Samuel, Victoria Thaine",N/A,English,Australia,N/A,N/A,[],N/A,N/A,N/A,tt2061835,movie,N/A,N/A,N/A,N/A,True
Super Ranga,2014,N/A,19 Sep 2014,N/A,"Action, Comedy",Sadhu Kokila,Vakkantham Vamsi (story),"Upendra, Kriti Kharbanda, Raghu Mukherjee, Sadhu Kokila",N/A,Kannada,India,1 win.,https://m.media-amazon.com/images/M/MV5BMWExNWJkZWYtMWQwYi00ZjRlLWFlNDEtNzg0NjQ4YjkyZjEyXkEyXkFqcGdeQXVyODAzNzAwOTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,9,tt11585868,movie,N/A,N/A,N/A,N/A,True
Super Goths,2009,N/A,N/A,11 min,"Short, Biography, Comedy",Oliver Smyth,Wendy Bevan-Mogg,"Gary Cherrington, Elliott Francais, Elliott Francis, Lewis Georgeson",A pretentious documentarian goes on a hunt for the truth behind tabloid claims of Yorkshire based goths with super powers. He is relatively unsuccessful.,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt1550621,movie,N/A,N/A,N/A,N/A,True
Super Squad: The Super Documentary,2011,N/A,N/A,10 min,"Short, Action, Comedy",John Mingione,John Mingione,"John Mingione, Valerie Volpacchio, Ben Horney II, Nick Migliorino",Super Squad: The Super Documentary is a mockumentary about 4 'super heroes' who believe they have super-human powers.,N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt2066078,movie,N/A,N/A,N/A,N/A,True
National Geographic Presents: Super Strength,2008,N/A,21 Jan 2008,N/A,Documentary,Chris Lofft,Chris Lofft,"Oan Basoon, Cynthia Bir, Casey Burgener, Odd Haugen",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2058662,movie,N/A,N/A,N/A,N/A,True
A Super Gay Christmas,2009,N/A,N/A,N/A,Short,N/A,N/A,"Débora Demestre, Siobhan Richardson",N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt1561328,movie,N/A,N/A,N/A,N/A,True
2012 Baltimore Ravens: Super Bowl XLVII Champions,2013,N/A,12 Mar 2013,74 min,"Documentary, Sport","Kevin Bushman, Julia Harmon, Todd Schmidt","Todd Schmidt, Kevin Bushman, Julia Harmon","Jerome Boger, Anquan Boldin, Tom Brady, Josh Charles",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,7,tt3041260,movie,N/A,N/A,N/A,N/A,True
Super Bowl XVII Pre-Game Show,1983,N/A,30 Jan 1983,N/A,"Comedy, Sport",N/A,N/A,"Pete Axthelm, Len Berman",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,6,tt1721630,movie,N/A,N/A,N/A,N/A,True
Super Bowl XL Halftime Show,2006,N/A,04 Feb 2006,N/A,N/A,Don Mischer,N/A,"Daryl Jones, Keith Richards, Charlie Watts, Ronnie Wood",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,6,tt1542957,movie,N/A,N/A,N/A,N/A,True
Super Android 13 Abridged,2015,N/A,31 Oct 2015,22 min,"Animation, Short, Action",Scott Frerichs,"Curtis Arnott, Scott Frerichs, Nick Landis, Kirran Somerlade","Chris Guerrero, Marc Soskin, Amber Lee Connors, Curtis Arnott",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,7,tt5168222,movie,N/A,N/A,N/A,N/A,True
2 süper film birden,2006,N/A,29 Sep 2006,95 min,"Comedy, Drama",Murat Seker,"Erol Adilçe, Selami Genli, Murat Seker","Tim Seyfi, Murat Akkoyunlu, Ugur Polat, Beste Bereket",N/A,Turkish,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BY2EwNDQ2NjgtNDU4Ny00ZjE4LThlMjMtYzZlYWRkNWQ1MWY1XkEyXkFqcGdeQXVyMTYzMDkwNjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,631,tt0826507,movie,N/A,N/A,N/A,N/A,True
Danish Porno: Non-Stop-Super-Show,1974,N/A,18 Jan 1974,74 min,Comedy,N/A,N/A,"Sybil Danning, Miriam Liv",N/A,German,West Germany,N/A,https://m.media-amazon.com/images/M/MV5BODgzZjgwMTUtMzFkYi00OTEzLTkzZGQtYzFmYWY4ZThiNDIyXkEyXkFqcGdeQXVyNjg5Nzc3NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,7,tt5798924,movie,N/A,N/A,N/A,N/A,True
The Extreme Adventures of Super Dave,2000,PG,11 Jan 2000,91 min,Comedy,Peter MacDonald,"Bob Einstein (characters), Allan Blye (characters), Bob Einstein (story), Don Lake (story), Bob Einstein (screenplay), Lorne Cameron (screenplay), David Hoselton (screenplay)","Bob Einstein, Dan Hedaya, Gia Carides, Don Lake","Super Dave Osborne, our accident-prone stuntman hero, comes out of a self-imposed retirement to raise money for his new girlfriend's son's heart operation.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTk2NDM2Nzk3Nl5BMl5BanBnXkFtZTcwNDY4MTEyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}]",N/A,5.2,660,tt0144096,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True
Lego Marvel Super Heroes: Avengers Reassembled,2015,Not Rated,16 Nov 2015,22 min,"Animation, Short, Action, Adventure, Comedy, Sci-Fi",Rob Silvestri,Mark Hoffmeier,"Laura Bailey, Troy Baker, Eric Bauza, Ben Diskin","The Avengers are forced to ""party"" with Ultron when he seeks to disassemble the team by taking control of Iron Man's armor and enact a nefarious scheme to take over the world.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNWU3MDM2ZmMtZjU1MC00N2Y4LTgwYmQtMDQ2MzY5M2E5OWFmXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,659,tt5371572,movie,N/A,N/A,N/A,N/A,True
Super Hong Kil-dong,1988,N/A,14 Feb 1988,83 min,"Action, Comedy","Myeong-hwa Jo, Cheong-gi Kim",Myeong-hwa Jo,"Hyung-rae Shim, Ju-ri Lee, Jeong-hwan Guk, Pal Jang","Hong Kil-dong, Man-bok and Ga-ran team up to take on the marauding warrior Wang Jun-won and his barbarian army.",Korean,South Korea,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,7,tt0383651,movie,N/A,N/A,N/A,N/A,True
Super Hero Dads,2004,N/A,19 Jun 2004,6 min,"Documentary, Short",Tom Wontner,"Brian Barnes, Tom Wontner",Tom Wontner,"'Super Hero Dads' is about dads in the UK, seeking the right to see their children. 'Fathers-4-Justice' demonstrated against the current state of Family Law on Friday 18th June 2004 in ...",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMjA2MzE5OTg1NF5BMl5BanBnXkFtZTcwNzY5ODcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,6,tt0438470,movie,N/A,N/A,N/A,N/A,True
Super-Rabbit,1943,TV-Y7,03 Apr 1943,8 min,"Animation, Short, Action, Comedy, Family",Chuck Jones,Tedd Pierce (story),"Mel Blanc, Tedd Pierce, Kent Rogers",Bugs Bunny becomes a superhero who does battle with a rabbit-hating cowboy and his horse.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZGEyZTQ4NjctMDU4NS00Y2RkLWI3ZTAtYzM1YjA1OGU0MGVjXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,753,tt0036402,movie,N/A,N/A,N/A,N/A,True
The Super Madman,1937,N/A,21 Feb 1938,65 min,"Comedy, Horror, Sci-Fi",Juan José Segura,"Jorge Cardeña Álvarez, Juan José Segura","Leopoldo 'Chato' Ortín, Carlos Villarías, Aurora Campuzano, Consuelo Frank",N/A,Spanish,Mexico,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,6,tt0028328,movie,N/A,N/A,N/A,N/A,True
Suka-Suka Super 7: Habis Gelap Menuju Terang,2014,N/A,07 Aug 2014,90 min,"Drama, Family, Musical",Geri Busye,Geri Busye,"Raza Adhanzio, Muhammad Fazzil Alditto, Tissa Biani Azzahra, Agatha Chelsea",A story about Indonesian kids music group combined with colossal dance from various culture in Indonesia.,Indonesian,Indonesia,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,7,tt3403944,movie,N/A,N/A,N/A,N/A,True
Super 8 Stories,2001,N/A,04 May 2001,90 min,"Documentary, Music",Emir Kusturica,N/A,"Aleksandar Balaban, Nenad Gajin Coce, Goran Markovski Glava, Drazen Jankovic","A documentary about the band ""No smoking orchestra""",Serbo-Croatian,"Germany, Italy, Federal Republic of Yugoslavia",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjZhODQ4MDItYWZkNC00NDE2LTg3Y2YtZTAyMDE1YTc5YjllXkEyXkFqcGdeQXVyMjU0MjU2MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,6.6,726,tt0278069,movie,N/A,N/A,Fandango,N/A,True
Super Angel,1993,N/A,N/A,N/A,Documentary,N/A,N/A,"Gail McKenna, Avril Mouton, Viv Thomas",N/A,English,"Japan, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTVhNjY2OTYtNDhlZi00ZTNhLThkZDktMzViNDQyZDgwNDZlXkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,6,tt0451932,movie,N/A,N/A,N/A,N/A,True
Super Science Showcase,2019,N/A,30 Oct 2019,68 min,Family,"Lee Fanning, Michael Williams","Lee Fanning, Wilson Toney (""Tom and Huck Run the Gauntlet"" Segment), Mark Twain (characters: Tom and Huck Segment)","Rachel G. Whittle, Kevin Wayne, Sara Morgan, Forrest Deal",A collection of five science-rich stories featuring a wide collection of memorable characters. Adventures that make you smarter.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmNmODE5ZDktZmQ0ZS00MzE0LWFiNTgtZjg2MDkwYjA5ZTQwXkEyXkFqcGdeQXVyMjM3MzE3NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.4/10'}]",N/A,9.4,7,tt5666046,movie,N/A,N/A,N/A,N/A,True
Super Xuxa Contra o Baixo Astral,1988,N/A,30 Jun 1988,86 min,"Comedy, Family, Fantasy, Musical","Anna Penido, David Sonnenschein","Antônio Calmon (collaborating writer), Anna Penido (story), Anna Penido, David Sonnenschein (story)","Xuxa, Nair Amorim, Tuca Andrada, Manfredo Bahia","With the power of a magic crystal, a TV hostess becomes the only hope to defeat a malign subterranean entity, that is sick of her good, generous deeds.",Portuguese,Brazil,1 nomination.,https://m.media-amazon.com/images/M/MV5BOTQ3ZGNmM2MtOWU0Mi00N2I2LWE5MTEtZWI1YTljNTM5ZmQwXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]",N/A,3.4,763,tt0096194,movie,N/A,N/A,N/A,N/A,True
The Super-8 Years with Tuxedomoon,1997,N/A,N/A,30 min,Short,Steven Brown,N/A,"Steven Brown, Gregory Cruikshank, Bruce Geduldig, J.J. Larue",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg0MTkwNjA3NV5BMl5BanBnXkFtZTcwNjA5MDczMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,6,tt0300531,movie,N/A,N/A,N/A,N/A,True
My Super Psycho Sweet 16: Part 2,2010,Unrated,22 Oct 2010,84 min,"Comedy, Drama, Horror, Mystery, Thriller",Jacob Gentry,"Jed Elinoff, Scott Thomas","Lauren McKnight, Chris Zylka, Matt Angel, Stella Maeve","Following the murders at the Rollerdome, Skye Rotter leaves town in search of a normal life. Reunited with the mother who abandoned her as a child, Skye's dream of a happier life starts to ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTMzMjkyMjQxMl5BMl5BanBnXkFtZTcwMzcyODY0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,756,tt1684915,movie,N/A,N/A,MTV Films,N/A,True
The Firm: Total Body - Super Cardio Mix,2002,N/A,09 Apr 2002,N/A,Sport,Anna L. Benson,Mark S. Henriksen,"Dale Brabham, Jennifer Carman, Carissa Foster, Allie Strickland",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,6,tt0914847,movie,N/A,N/A,N/A,N/A,True
Super Junior: No Other,2010,N/A,07 Jul 2010,4 min,"Short, Music",N/A,N/A,"Si Won Choi, Super Junior, Hee-chul Kim","No other is song of korean boy band Super junior, Extracted as first single from album reissue BONAMANA fourth work of the group. Song was made available on 25th June 2010 under SM Entertainment","Korean, English",South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMDc2Y2Y4NzItZGYyZi00OTUyLTg0YjYtODVkYTRjZmRjMGYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk4ODMyMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,7,tt6020350,movie,N/A,N/A,N/A,N/A,True
Super Unit,2014,N/A,01 Oct 2014,20 min,"Documentary, Short, Drama",Teresa Czepiec,Teresa Czepiec,N/A,Superjednostka (Polish for Superunit) is a huge block of flats designed as a 'housing machine'. Up to three thousand people can live on 15 floors of the building. The lifts only stop every ...,Polish,Poland,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjQzN2EwY2ItMGUxZC00ODIxLWIyOGUtZGJmY2JmNWY3ZThkXkEyXkFqcGdeQXVyNjY1OTE0MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,7,tt4089262,movie,N/A,N/A,N/A,N/A,True
Gamera: Super Monster,1980,Not Rated,07 May 1980,92 min,Sci-Fi,"Noriaki Yuasa, Shigeo Tanaka",Niisan Takahashi,"Mach Fumiake, Yaeko Kojima, Yoko Komatsu, Keiko Kudo","Using several clips from previous Gamera entries, this film deals with alien forces sending all the monsters Gamera has faced in one final battle to rid the planet of its last hope.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMWQwZDQ1OTctNjBiNS00NGEzLTk1MmMtY2YyZDI1NTYyMWEzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",N/A,3.8,662,tt0081675,movie,N/A,N/A,N/A,N/A,True
Je suis un super héros,2000,N/A,01 Apr 2001,5 min,Short,Eric Guirado,Eric Guirado,"Valérie Moreau, Lucien Jean-Baptiste",N/A,French,France,2 wins.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,6,tt0269395,movie,N/A,N/A,N/A,N/A,True
Marvel Super Hero Adventures: Frost Fight!,2015,PG,11 Dec 2015,73 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Eric Radomski, Mitch Schauer","Mark Banker, Joe Simon (created by: Captain America), Jack Kirby (created by: Captain America), Bill Mantlo (created by: Rocket Raccoon), Keith Giffen (created by: Rocket Raccoon)","Mick Wingert, Matthew Mercer, Travis Willingham, Fred Tatasciore",The Marvel Heroes unite to try and stop Loki and the frost giant Ymir from conquering the world as the duo try to steal Santa's powers to do so.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg0MzgyMzM2MV5BMl5BanBnXkFtZTgwMDI2MTU1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}]",N/A,5.1,656,tt5272052,movie,N/A,N/A,"Marvel Animation, Walt Disney Company, Marvel Entertainment",N/A,True
Super?,2010,N/A,23 Jan 2010,5 min,Short,Michael Crenshaw,N/A,"Kelli Eberlein, Scott Cameron, Mike Zeiders, Evan Ross",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYWJlNWI0ZDctN2VmOS00YTdjLWIyMjEtODU4ZTJlZDQ5ZDYxL2ltYWdlXkEyXkFqcGdeQXVyNzE5MDAwNjA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2066079,movie,N/A,N/A,N/A,N/A,True
Super Huey UH-IX,1985,N/A,02 Jan 1985,N/A,N/A,Paul Norman,Paul Norman,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0934583,movie,N/A,N/A,N/A,N/A,True
Super Constellation - L'histoire folle d'un sauvetage réussi,2005,N/A,N/A,N/A,Documentary,"Raphaël Blanc, Ian Jaquier","Ian Jaquier, Michel Kellenberger",N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt0807962,movie,N/A,N/A,N/A,N/A,True
Marine Super Squad Challenge,2001,N/A,N/A,60 min,Documentary,John Chester,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0926108,movie,N/A,N/A,N/A,N/A,True
Súper mamá,2006,N/A,06 May 2006,120 min,"Family, Game-Show",Roberto Guerra Gonzalez,N/A,"Alfredo Adame, Anaís, Manuel Mijares, Juan José Peña",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0806332,movie,N/A,N/A,N/A,N/A,True
Super Bowl at XL: The Ultimate Super Bowl 40-Man Roster,2006,N/A,26 Jan 2006,120 min,Sport,Joseph Maar,N/A,Chris Berman,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0790758,movie,N/A,N/A,N/A,N/A,True
Superstar Slime Showdown at Super Bowl 2018,2018,N/A,04 Feb 2018,N/A,Family,Michael Dempsey,N/A,"Nick Cannon, Kay Adams, DeMarcus Ware, Drew Brees",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjU0ZTM0NmQtMDJjMi00OTczLWJjYTItOWI2NWYyNGYxN2QyXkEyXkFqcGdeQXVyNDYyMTQzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8035614,movie,N/A,N/A,N/A,N/A,True
La petite histoire des super-héros,2017,N/A,17 Oct 2017,52 min,Documentary,Cédric Couvez,N/A,"Olivier de Benoist, Raphaël Descraques, Robert Downey Jr., Joséphine Draï",N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BYjUwYWUwYTktMzk0Mi00NTRmLWExOTctNTRiYjg0MmJjNzY1XkEyXkFqcGdeQXVyNTQ5NDM4NDQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8081532,movie,N/A,N/A,N/A,N/A,True
